Date,Close,High,Low,Open,Volume
2024-01-02,297.25,304.0,287.20001220703125,304.0,162000
2024-01-03,309.8500061035156,313.5,290.0,295.0,236400
2024-01-04,311.20001220703125,315.70001220703125,302.25,313.0,56400
2024-01-05,304.1000061035156,315.5,301.45001220703125,310.0,46800
2024-01-08,297.8999938964844,306.0,295.70001220703125,304.1000061035156,39600
2024-01-09,299.04998779296875,307.54998779296875,297.5,297.5,57600
2024-01-10,312.75,314.5,298.0,303.0,252000
2024-01-11,313.20001220703125,325.0,308.0,322.5,116400
2024-01-12,313.25,320.0,307.5,315.0,39600
2024-01-15,313.25,313.25,313.25,313.25,0
2024-01-16,311.70001220703125,315.0,311.0,315.0,37200
2024-01-17,308.29998779296875,316.29998779296875,303.6000061035156,303.6000061035156,49200
2024-01-18,299.20001220703125,309.0,295.45001220703125,309.0,64800
2024-01-19,290.1000061035156,314.3999938964844,286.0,309.5,135600
2024-01-23,289.3999938964844,300.0,285.0,298.0,56400
2024-01-24,300.0,306.0,296.0,299.8999938964844,139200
2024-01-25,294.04998779296875,304.95001220703125,284.0,304.95001220703125,111600
2024-01-29,287.1499938964844,299.0,285.0,296.0,73200
2024-01-30,286.0,295.04998779296875,280.0,295.0,50400
2024-01-31,288.1000061035156,295.0,285.0,290.0,32400
2024-02-01,291.5,294.0,288.0,288.20001220703125,36000
2024-02-02,277.0,294.79998779296875,275.0,285.6000061035156,82800
2024-02-05,287.5,319.0,278.0,278.0,224400
2024-02-06,310.29998779296875,316.0,291.0,291.0,444000
2024-02-07,311.54998779296875,319.0,298.1000061035156,314.0,290400
2024-02-08,305.79998779296875,317.0,300.45001220703125,310.1000061035156,58800
2024-02-09,301.75,306.1000061035156,291.0,302.1000061035156,32400
2024-02-12,296.95001220703125,306.6000061035156,291.1000061035156,306.6000061035156,25200
2024-02-13,289.0,294.54998779296875,282.20001220703125,292.1499938964844,33600
2024-02-14,289.54998779296875,290.1000061035156,285.0,289.0,14400
2024-02-15,290.5,294.0,290.0,290.0,14400
2024-02-16,295.6499938964844,296.0,290.0,290.5,19200
2024-02-19,292.0,297.0,288.0,297.0,18000
2024-02-20,288.0,292.0,285.0,290.0,27600
2024-02-21,283.8999938964844,289.70001220703125,283.29998779296875,285.1000061035156,20400
2024-02-22,291.8999938964844,293.70001220703125,287.0,289.0,34800
2024-02-23,292.54998779296875,299.0,287.5,289.5,73200
2024-02-26,286.8999938964844,292.54998779296875,284.0,292.54998779296875,69600
2024-02-27,284.95001220703125,292.79998779296875,283.79998779296875,290.0,33600
2024-02-28,278.70001220703125,293.0,269.0,287.95001220703125,187200
2024-02-29,282.45001220703125,283.0,265.0,277.25,115200
2024-03-01,280.75,289.5,273.54998779296875,283.0,45600
2024-03-04,239.75,251.0,213.39999389648438,251.0,590400
2024-03-05,258.04998779296875,265.0,225.0,235.75,206400
2024-03-06,242.1999969482422,249.0,226.5,249.0,102000
2024-03-07,238.5,245.0,228.60000610351562,233.8000030517578,69600
2024-03-11,191.4499969482422,235.0,190.8000030517578,234.3000030517578,272400
2024-03-12,174.25,184.0,153.1999969482422,171.0,627600
2024-03-13,161.85000610351562,186.5,160.0,183.5,133200
2024-03-14,177.85000610351562,178.0,150.35000610351562,156.0,207600
2024-03-15,173.14999389648438,178.0,163.6999969482422,177.0,98400
2024-03-18,180.5,182.35000610351562,173.5,175.0,40800
