Date,Close,High,Low,Open,Volume
2023-06-13,92.44861602783203,94.4723131615529,92.00438431687785,94.2255202770854,2177
2023-06-14,92.05374908447266,93.58386803360597,90.86914621073947,92.59669646165452,3483
2023-06-15,93.33707427978516,94.17616860190078,91.90567099474433,92.05374823547562,4799
2023-06-16,95.26205444335938,95.65692456911796,91.80695402313391,91.80695402313391,2862
2023-06-19,95.11397552490234,95.31141435005517,94.02808834688557,95.06462146725495,741
2023-06-20,95.0152587890625,96.54537765749477,93.78129438920455,93.78129438920455,943
2023-06-21,94.52167510986328,96.15050965983617,94.22552063476961,95.01526088067196,926
2023-06-22,92.79412078857422,96.5947295486106,91.8563108783193,96.5947295486106,1272
2023-06-23,92.8434829711914,94.76846439153613,91.90566552340431,92.59669009517178,669
2023-06-26,94.96589660644531,96.05179129674481,91.017210551599,92.84348387718218,9124
2023-06-27,93.88001251220703,95.06462288624292,93.43578832914432,94.96589970643237,930
2023-06-28,93.73193359375,95.75563823924978,92.44861512595104,92.44861512595104,975
2023-06-30,95.60755920410156,96.74280794651278,92.34989774114175,96.74280794651278,9130
2023-07-03,94.2748794555664,96.74280823712574,92.94219941982855,96.74280823712574,1415
2023-07-04,93.5838623046875,96.69344654075819,92.79412208286327,94.274879350143,985
2023-07-05,94.4723129272461,95.45948446266777,93.18899445011058,93.53450298120394,814
2023-07-06,94.1268081665039,96.84152999765465,93.2383522427321,95.50884987775765,1884
2023-07-07,92.9915542602539,95.26205177103198,92.79412296867363,95.26205177103198,730
2023-07-10,94.1268081665039,96.69345275510577,92.34990385048172,96.69345275510577,3493
2023-07-11,94.02808380126953,95.2620481556169,92.84348103370434,95.2620481556169,2918
2023-07-12,90.91849517822266,95.6569214708064,89.04286779026155,95.6569214708064,11008
2023-07-13,90.869140625,93.09027652535721,90.03003881520387,93.09027652535721,2041
2023-07-14,91.31336975097656,93.68258301298185,90.32619818610114,93.68258301298185,930
2023-07-17,92.94219970703125,93.9787252795766,89.88196951474539,93.58386269852369,5093
2023-07-18,91.7575912475586,92.94220160952882,90.32619553313916,92.94220160952882,2517
2023-07-19,101.03700256347656,104.64018008203965,89.8819690170396,91.70823480462008,28539
2023-07-20,95.85435485839844,101.6786684404158,93.13963312819315,97.33511216578313,30571
2023-07-21,93.53450775146484,97.63127133870402,93.28771485502298,97.63127133870402,5008
2023-07-24,94.62039184570312,96.74281219088913,92.7941259790161,96.74281219088913,1249
2023-07-25,93.38642120361328,96.7428057671449,92.79411981746551,93.23834397419616,6043
2023-07-26,93.73193359375,94.8178283000305,92.44861512595104,94.8178283000305,2059
2023-07-27,93.0409164428711,95.26205237917306,92.79412356105976,93.73193349933439,2714
2023-07-28,93.23834991455078,94.57103753269169,92.99155702697227,93.04091861709647,1189
2023-07-31,93.73193359375,100.34598735186854,92.99155494757022,92.99155494757022,15886
2023-08-01,94.07744598388672,95.26204875895452,92.20181864709538,93.73192993726457,1493
2023-08-02,92.9915542602539,97.68061898473475,89.83260840584363,97.68061898473475,2301
2023-08-03,92.8434829711914,94.12680140758093,92.79412138337914,92.99155267158648,337
2023-08-04,94.22552490234375,94.52167939085058,92.84349070670257,92.84349070670257,270
2023-08-07,96.39730072021484,99.70432381571915,94.22551885086082,94.22551885086082,22678
2023-08-08,94.3242416381836,99.2107376438546,93.88000993579105,96.4466543784821,17030
2023-08-09,97.48318481445312,101.48123236881877,94.81782479922323,96.24922044971322,39381
2023-08-10,98.12484741210938,100.64213018756115,97.82869295310529,99.65495869957518,6987
2023-08-11,104.49210357666016,108.58886687884818,96.79217026234532,98.07548871563732,47658
2023-08-14,100.93828582763672,108.24335643051313,98.56907272244425,106.12093620020487,21626
2023-08-16,104.04788208007812,104.44275220336063,100.88892862533928,100.93829021507003,7278
2023-08-17,103.40621948242188,107.15747437124232,101.03700626482588,107.15747437124232,6419
2023-08-18,101.5799560546875,105.38056509271048,100.04983710864849,105.38056509271048,7008
2023-08-21,100.8395767211914,105.5779957072366,100.29662934863978,105.5779957072366,3539
2023-08-22,101.62930297851562,104.64017906808294,100.79020870927384,104.64017906808294,2801
2023-08-23,113.37664794921875,117.12790275051664,101.67866690395181,104.09723412352477,78826
2023-08-24,134.15660095214844,136.03223584175413,126.20987488851651,128.33229512183564,795853
2023-08-25,123.34708404541016,129.31947502681433,120.73108542313824,128.18423375217768,76645
2023-08-28,117.52277374267578,127.29576587140825,116.48624062283031,127.29576587140825,24066
2023-08-29,112.93242645263672,120.38556711156325,110.7606445309099,118.55930125641018,23938
2023-08-30,116.43688201904297,120.92851561150746,111.10616164179353,112.93242751411205,25885
2023-08-31,113.91959381103516,119.29967553032266,112.24139772437526,119.29967553032266,18975
2023-09-01,115.94329071044922,116.48623805296548,112.53755201727172,115.79522100932743,22045
2023-09-04,113.1792221069336,118.26315720323561,111.69846475062357,113.52473065043499,32117
2023-09-05,118.41122436523438,121.37273901411747,112.53755665755803,113.17921967112028,33832
